Chemical_Name,SMILES,Type,Within Domain of Applicability
2531,CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12,0,TRUE
2532,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,0,TRUE
2533,CCCCOCCOCCOCCOCCO,0,FALSE
2534,CCCCC(CC)COCCO,0,FALSE
2535,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,0,TRUE
2536,CC1=NC2=C(C=C1)C(Br)=CC(Br)=C2O,1,TRUE
2537,CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl,0,TRUE
2538,OC(=O)C(=O)CC1=CC=CC=C1,0,TRUE
2539,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,0,TRUE
2540,[Br-].CCC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,0,FALSE
2541,[Na+].CC(=C)CS([O-])(=O)=O,0,TRUE
2542,[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1,0,TRUE
2543,[Na+].OCCS([O-])(=O)=O,0,TRUE
2544,Cl.CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,0,TRUE
2545,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,0,TRUE
2546,COC1=CC=C(C=C1)N=[N+]([O-])C1=CC=C(OC)C=C1,1,TRUE
2547,CC1(C)CC2=C(O1)C(O)=CC=C2,0,TRUE
2548,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,0,TRUE
2549,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,0,FALSE
2550,CCOC1=CC=C(N)C=C1,1,TRUE
2551,BrC1=C2C=CC=CC2=CC2=CC=CC=C12,0,FALSE
2552,CCO\C=C1/N=C(OC1=O)C1=CC=CC=C1,0,TRUE
2553,OS(O)(=O)=O.NNCCC1=CC=CC=C1,1,TRUE
2554,[Na+].CCCC([O-])=O,0,TRUE
2555,Cl.NCCS,0,TRUE
2556,Cl\C=C/Cl,0,TRUE
2557,CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(O)COC(=O)C(C)=C)C=C1,0,TRUE
2559,Cl\C=C\Cl,0,TRUE
2560,N[Pt](N)(Cl)Cl,0,TRUE
2561,CCN(CC)C(=O)C1=CC=C(C=C1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)C1=CC=CC(OC)=C1,0,TRUE
2562,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,0,TRUE
2563,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,0,TRUE
2564,BrC1=C(Br)C=C(S1)C(=O)NC1=CC=C(Br)C=C1,1,TRUE
2566,CCN(CC)CCOC1=CC=CC=C1OC,0,TRUE
2567,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,0,TRUE
2568,CCCOCC(C)O,0,FALSE
2569,CCOCC(C)O,0,FALSE
2571,SC1CCCCC1,0,TRUE
2572,CC1=C(O)C=CC(Cl)=C1,0,TRUE
2573,CCCCOC(=O)C(C)CC,0,FALSE
2574,CCC1=NC=CN=C1C,0,TRUE
2575,CCC1=NC=CN=C1CC,0,TRUE
2576,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0,TRUE
2577,COC(=O)C1=CC=C(C=O)C=C1,0,TRUE
2578,OP(O)(=O)C1=CC=CC=C1,0,TRUE
2580,NC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1Cl,1,TRUE
2581,CC(C)(C)CC(C)(C)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C)C=C1,0,TRUE
2582,C=C(CCC#N)C#N,0,TRUE
2583,[Na+].CC(C)C1=CC=C(C=C1)S([O-])(=O)=O,0,TRUE
2584,CC(C)(C)C(=O)C=CC1=CC=C(Cl)C=C1,0,TRUE
2585,CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1,0,FALSE
2586,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,0,TRUE
2587,OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,1,TRUE
2588,O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O,0,TRUE
2589,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0,TRUE
2590,[Na+].[Na+].OC(COC1=CC=CC2=C1C(=O)C=C(O2)C([O-])=O)COC1=CC=CC2=C1C(=O)C=C(O2)C([O-])=O,0,TRUE
2592,CCC1=CC=C(Br)C=C1,0,TRUE
2593,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,0,TRUE
2594,O.OC(=O)CCC(O)=O.CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,0,TRUE
2595,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,0,TRUE
2596,OC1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C(O)C(I)=C1,1,TRUE
2597,CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N,0,TRUE
2598,CCCCCCCCOCCCN,0,FALSE
2599,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,0,FALSE
2600,[O-][N+](=O)C1=CC=C(SC#N)C(=C1)[N+]([O-])=O,0,TRUE
2601,OC1=CC=C(Cl)C(Cl)=C1Cl,0,TRUE
2602,CN(C)NC(=O)CCC(O)=O,0,TRUE
2603,CCN(CC)C(=O)N[C@H]1CN(C)[C@H]2CC3=CNC4=CC=CC(=C34)C2=C1,1,TRUE
2604,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,0,TRUE
2605,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,0,FALSE
2606,CS(O)(=O)=O.CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0,TRUE
2607,[Hg++].CC([O-])=O.CC([O-])=O,0,TRUE
2608,CC1=CC=C(N)N=C1,0,TRUE
2609,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,0,TRUE
2610,CC1(C)CO[C@@H](CC(O)=O)CN1,0,TRUE
2611,OC(=O)CC(Cl)C(O)=O,0,TRUE
2612,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,0,TRUE
2613,CC(C)C1=CC=C(C=C1)S(O)(=O)=O,0,TRUE
2614,OCCOCC#CCOCCO,0,TRUE
2615,CC1(C)N(Br)C(=O)N(Cl)C1=O,0,TRUE
2618,CCNC1=NC(NC(C)C)=NC(OC)=N1,0,TRUE
2619,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,0,TRUE
2620,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,0,TRUE
2621,CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,0,TRUE
2622,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,0,TRUE
2623,[Cl-].NC1=C[N+](=NO1)N1CCOCC1,0,TRUE
2624,OP(O)(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N1CCOCC1)C(F)(F)F,0,TRUE
2625,CS(O)(=O)=O.C#CCN[C@@H]1CCC2=CC=CC=C12,0,TRUE
2626,CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)[C@](O)(C2)C(=O)OC,0,TRUE
2627,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0,TRUE
2628,C[C@@H]1CC[C@@H](\C=C(/C)C(O)=O)C2=C(C)C[C@@H](O)[C@H]12,0,TRUE
2629,Cl.CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,0,TRUE
2630,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,0,TRUE
2631,Cl.CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0,TRUE
2633,CCCCOC(=O)CCS,0,FALSE
2634,CC=C1CC2CC1C=C2,0,TRUE
2635,OP(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1,0,TRUE
2636,COC1=C(C=CC=C1)N1CCN(CCCCNC(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C(C)=O)CC1,0,TRUE
2637,CC(CC=O)C1=CC=CC=C1,0,TRUE
2638,CC(C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(C)(C)C,0,TRUE
2639,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,0,FALSE
2640,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,1,TRUE
2641,[Zn++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,0,TRUE
2642,CC1=CC(C)=C(C(=O)P(=O)(C(=O)C2=C(C)C=C(C)C=C2C)C2=CC=CC=C2)C(C)=C1,0,TRUE
2643,CCC(=O)C=C,0,TRUE
2644,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(O)=O,0,TRUE
2645,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,0,TRUE
2646,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,0,TRUE
2647,OC(=O)C=CC1=CC=C(C=CC(O)=O)C=C1,0,TRUE
2649,CC1(C)C2CCC(C)(C2)C1O,0,TRUE
2650,[Sr++].[O-]C([O-])=O,0,TRUE
2651,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0,FALSE
2652,COC(C)(C)C,0,TRUE
2653,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0,FALSE
2655,CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1,0,TRUE
2657,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,0,TRUE
2658,CCCCC1=CC=C(O)C=C1,0,TRUE
2659,Cl.CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,0,TRUE
2660,CC1=NC2=CC=CC=C2C1(C)C,0,TRUE
2662,COC1=CC=C(C(=O)C2=CC=C(C)C=C2)C(O)=C1,1,TRUE
2663,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC(=O)C1=CC=CN=C1,0,TRUE
2664,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C([O-])=C(I)C=C12,0,TRUE
2665,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)C(=O)N1CCN(C)CC1,0,TRUE
2666,[Br-].CCCC[N+](CCCC)(CCCC)CCCC,0,FALSE
2667,COC1=CC(N)=CC=C1C,1,TRUE
2668,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,0,TRUE
2669,CSC(C)(C)C=NO,0,TRUE
2670,CNC(=O)O\N=C\C(C)(C)S(C)=O,0,TRUE
2671,CNC(=O)O\N=C\C(C)(C)S(C)(=O)=O,0,TRUE
2672,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)C1=NC(NC2=CC=C(\C=C\C3=CC=C(NC4=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,0,TRUE
2673,C=CCCCCCCC=C,0,FALSE
2675,CC(C)(CO)C(O)C(=O)NCCCO,0,TRUE
2676,[Cl-].CCCCNC1=CC=C(C=C1)C(=O)OCC[NH+](CC)CC,0,TRUE
2677,CCOC1=CC=C2NC(C)(C)CC(C)C2=C1,0,TRUE
2678,CC=CC=CCOC(=O)C(C)C,0,TRUE
2679,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,0,TRUE
2680,CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl,0,TRUE
2681,CO[C@H]1C[C@H](O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4\C(=N/O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)[C@@H]1O,0,TRUE
2682,CN\C(NCC1CCOC1)=N\[N+]([O-])=O,0,TRUE
2684,NNC(=O)CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,0,TRUE
2686,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,0,TRUE
2687,CCC(C)(C)C1CCC(=O)CC1,0,TRUE
2688,[O-][N+](=O)C1=C(Cl)C=CC(C=O)=C1,0,TRUE
2689,OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1,0,TRUE
2690,Cl.C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,0,TRUE
2691,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0,TRUE
2692,CC(C)(C)OC(=O)C=C,0,TRUE
2693,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,0,TRUE
2694,Cl.COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C,0,TRUE
2695,CC(C)COCNC(=O)C=C,0,TRUE
2696,OP(O)(=O)CCCl,0,TRUE
2698,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,0,FALSE
2699,COC1=NC(C)=NC(N)=N1,0,TRUE
2700,NC1=NC(=S)NN1,0,TRUE
2701,Cl.NC(=N)C1=CC=CC=C1,0,TRUE
2702,OC(=O)C1=CC2=C(C=C1)C=C(O)C=C2,0,TRUE
2703,CCCCCCC(=O)C1=CC=CC=C1,0,TRUE
2706,CCCCCCCCOCCC#N,0,FALSE
2708,CNC(=O)ON=C(C)SC,0,TRUE
2709,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,0,TRUE
2710,CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O,0,TRUE
2711,Cl.COC1=CC=CC(=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,0,TRUE
2712,FC1=C(C=CC=C1)C1=N[C@@H](NC(=O)C2=CC3=C(N2)C=CC=C3)C(=O)N2CCC3=C2C1=CC=C3,1,TRUE
2714,SC1CCCC1,0,TRUE
2715,OCC1CCC=CC1,0,TRUE
2716,COC(=O)C1=CC=C(C=C1)C(O)=O,0,TRUE
2717,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,0,TRUE
2718,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1,0,TRUE
2719,Cl.NC1=C2CCCCC2=NC2=CC=CC=C12,1,TRUE
2720,COC1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,0,FALSE
2721,O=C(OC1CN2CCC1CC2)C1=CC=CC=C1,0,TRUE
2723,CCC(C)(C)OC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,0,TRUE
2724,[H+].F[B-](F)(F)F,0,TRUE
2726,OC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,1,TRUE
2727,OC1=C(I)C=C(C=C1I)C#N,0,TRUE
2728,OC1=C(Br)C=C(C=C1Br)C#N,1,TRUE
2729,CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,0,TRUE
2730,CCC[N+]1=C(C)N(C)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0,TRUE
2731,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,0,TRUE
2732,Cl.O[C@@H](CNC[C@H](O)[C@@H]1CCC2=C(O1)C=CC(F)=C2)[C@H]1CCC2=C(O1)C=CC(F)=C2,0,TRUE
2733,CCC(=O)NC1=CC=C(O)C=C1,0,TRUE
2734,CC(=O)CC(=O)OC(C)(C)C,0,TRUE
2735,COC1=C(F)C=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F,0,TRUE
2736,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,0,TRUE
2737,OC(COC(=O)C=C)COC1=CC=CC=C1,0,TRUE
2738,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,0,TRUE
2739,COC(C(O)=O)C1=CC=CC=C1,0,TRUE
2740,OC(=O)C1=C(Cl)C=CC(Cl)=N1,1,TRUE
2741,CCOC1=C(N)C=C(NC(C)=O)C=C1,1,TRUE
2742,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,0,TRUE
2743,CN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=NC=CC=C3)CC2)C2=C1C=CC=C2,0,TRUE
2744,CCS(=O)(=O)CCSP(=O)(OC)OC,0,TRUE
2745,CN(C)CCOCCO,0,TRUE
2746,Cl.CC1NCCOC1C1=CC=CC=C1,0,TRUE
2747,O=C(NNCNNC(=O)C1=CC=NC=C1)C1=CC=NC=C1,1,TRUE
2748,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,0,TRUE
2749,[Ca++].CC(C)(CO)[C@@H](O)C(=O)NCCCC([O-])=O.CC(C)(CO)[C@@H](O)C(=O)NCCCC([O-])=O,0,TRUE
2750,C\C=C\C=C\CO,0,TRUE
2752,[Cl-].CCCCCCN1C=C[N+](C)=C1,0,FALSE
2753,[Cl-].CCCCCCCCCCN1C=C[N+](C)=C1,0,FALSE
2754,[Cl-].CCCCCCCCCCCCCCN1C=C[N+](C)=C1,0,FALSE
2755,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,0,TRUE
2757,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,0,TRUE
2758,CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C=C1,0,TRUE
2759,ClC1=CC2=CC3=CC=CC=C3C=C2C=C1,1,FALSE
2760,Cl.Cl.CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,0,FALSE
2761,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,0,TRUE
2762,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O,0,TRUE
2763,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0,TRUE
2764,[Na+].[O-]C(=O)CCCC1=CC=CC=C1,0,TRUE
2766,O[C@@H]1[C@@H](COC2=CC(O)=CC=C12)N1CCC(O)(CC1)C1=CC=C(F)C=C1,1,TRUE
2767,O.[Cl-].COC1=CC2=C(C=C1OC)C1=[N+](CC2)C=C2C(OC)=C(OC)C=CC2=C1,0,TRUE
2768,OCCN(CCO)CCC#N,0,TRUE
2769,Cl.CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,0,TRUE
2770,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C,0,TRUE
2772,OC1CCCCCCCCCCC1,0,TRUE
2773,C(CC1=CC=NC=C1)CC1=CC=NC=C1,0,TRUE
2774,C[C@@H](CC1=CC=CC=C1)N(C)C,0,TRUE
2775,CC(=O)CCC1=C(C)CCCC1(C)C,0,TRUE
2776,CC(C)(C)C1CCCCC1=O,0,TRUE
2777,CNC1=C2CCCCC2=NN1C,0,TRUE
2778,COC(=O)C(Br)CBr,0,TRUE
2780,CCCCNC(C)(C)P(O)=O,0,FALSE
2781,COC(=O)CCCCCCCC(=O)OC,0,FALSE
2783,Cl.CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2,0,TRUE
2784,Cl.COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,0,TRUE
2785,C=COCC1CCC(COC=C)CC1,0,TRUE
2787,COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1,0,TRUE
2788,CC\C=C1\OC(=O)C2=CC=CC=C12,0,TRUE
2789,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br,0,TRUE
2790,ICCC1=CC=CC=C1,0,TRUE
2791,CN(C)CCC#N,0,TRUE
2792,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)O[C@@]11CC[C@H](C)CN1,0,FALSE
2793,CN1CCC2NC3=C(C=C(C)C=C3)C2C1,0,TRUE
2794,CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O,1,TRUE
2797,CC(C1=CC=C(C)C(C)=C1)C1=CC=C(C)C(C)=C1,0,TRUE
2798,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,1,TRUE
2799,CCC[C@@]1(CCC2=CC=CC=C2)CC(O)=C([C@H](CC)C2=CC=CC(NS(=O)(=O)C3=CC=C(C=N3)C(F)(F)F)=C2)C(=O)O1,0,TRUE
2800,F[P-](F)(F)(F)(F)F.CCCCN1C=C[N+](C)=C1,0,TRUE
2801,F[B-](F)(F)F.CCCCN1C=C[N+](C)=C1,0,TRUE
2802,OC1=CC=CC=C1CC=C,0,TRUE
2803,ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl,1,TRUE
2804,CC(C)(C)C1=CC=C(C=C)C=C1,0,TRUE
2805,CON(C)C(=O)NC1=CC=C(Cl)C=C1,1,TRUE
2806,COC1=CC2=C(C=C1)N=C(N)S2,1,TRUE
2807,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](CC4=CNC5=CC=CC3=C45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,0,FALSE
2808,[O-]S(=O)(=O)C(F)(F)F.CCCCN1C=C[N+](C)=C1,0,TRUE
2809,[O-]S(=O)(=O)C(F)(F)F.CCN1C=C[N+](C)=C1C,0,TRUE
2810,CCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0,TRUE
2811,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0,TRUE
2812,CCN1C=C[N+](C)=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0,TRUE
2813,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,0,TRUE
2814,Cl.COC1=CC2=C(C=C1OC)C(CCN1CCN(CC1)C1=CC=CC=C1)=C(C)N2,0,TRUE
2817,CN(C)C(=O)NC1=CC=C(C)C(NC(=O)N(C)C)=C1,0,TRUE
2818,CCC(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0,TRUE
2819,COC(=O)\C=C\C1=CC=CC=C1,0,TRUE
2822,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,0,TRUE
2823,ClCN1C(=O)C2=C(C=CC=C2)C1=O,0,TRUE
2824,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)OC1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,0,FALSE
